order_id,customer_id,order_date,region,gross_amount,tax_rate,discount_code,order_status
ORD-5278,5464,2025-07-18T00:00:00,LATAM,354.26,0.08,,pending
ORD-5279,5142,2025-02-05,LATAM,237.6,0.08,,cancelled
ORD-5280,5412,2025-06-13,APAC,157.92,0.08,,returned
ORD-5281,5152,2025-12-14,North America,485.2,0.08,WELCOME,completed
ORD-5282,5177,2025-01-21,North America,199.57,0.08,,pending
ORD-5283,5358,2025-02-26,APAC,491.75,0.08,WELCOME,cancelled
ORD-5284,5146,2025-04-17,,323.9,0.08,SAVE10,returned
ORD-5285,5282,2025-10-24,EMEA,442.52,0.08,SAVE10,pending
ORD-5286,5116,2025-03-05,North America,492.18,0.08,,returned
ORD-5287,5443,2025-01-15,LATAM,450.47,0.08,,returned
ORD-5288,5418,2025-01-26T00:00:00,EMEA,358.92,0.08,,cancelled
ORD-5289,5182,2025-04-28,North America,381.03,0.08,WELCOME,returned
ORD-5290,5283,2025-03-13,APAC,85.16,0.08,,cancelled
ORD-5291,5134,2025-01-16,APAC,179.62,0.08,,completed
ORD-5292,5117,2025-06-25,LATAM,104.04,0.08,,cancelled
ORD-5293,5445,2025-07-18,,108.94,0.08,SAVE10,completed
ORD-5294,5339,2025-04-08,LATAM,256.21,0.08,SAVE10,cancelled
ORD-5295,5186,2025-09-27,APAC,155.85,0.08,SAVE10,cancelled
ORD-5296,5424,2025-01-10,North America,34.15,0.08,,pending
ORD-5297,5358,2025-10-30,North America,440.06,0.08,WELCOME,returned
ORD-5298,5255,2025-10-20T00:00:00,LATAM,40.72,0.08,,completed
ORD-5299,5007,2025-04-03,LATAM,481.71,0.08,,cancelled
ORD-5300,5462,2025-12-14,,255.67,0.08,WELCOME,cancelled
ORD-5301,5406,2025-11-08,APAC,363.54,0.08,WELCOME,completed
ORD-5302,5348,2025-11-09,LATAM,393.59,0.08,WELCOME,returned
ORD-5303,5284,2025-07-07,North America,344.28,0.08,SAVE10,cancelled
ORD-5304,5428,2025-07-19,APAC,132.19,0.08,WELCOME,pending
ORD-5305,5389,2025-06-16,EMEA,159.63,0.08,,completed
ORD-5306,5013,2025-11-08,North America,461.62,0.08,WELCOME,pending
ORD-5307,5172,2025-02-04,APAC,476.08,0.08,,completed
ORD-5308,5037,2025-02-17T00:00:00,EMEA,124.11,0.08,,cancelled
ORD-5309,5234,2025-09-29,,77.4,0.08,WELCOME,completed
ORD-5310,5169,2025-09-04,LATAM,23.96,0.08,,pending
ORD-5311,5289,2025-10-14,,234.99,0.08,WELCOME,completed
ORD-5312,5086,2025-11-05,LATAM,79.09,0.08,,pending
ORD-5313,5372,2025-05-29,LATAM,200.64,0.08,,cancelled
ORD-5314,5333,2025-09-13,APAC,131.2,0.08,,returned
ORD-5315,5374,2025-09-13,APAC,85.19,0.08,WELCOME,pending
ORD-5316,5098,2025-08-11,,273.57,0.08,,pending
ORD-5317,5089,2025-01-23,EMEA,396.19,0.08,,pending
ORD-5318,5239,2025-10-30T00:00:00,EMEA,289.69,0.08,,returned
ORD-5319,5259,2025-03-22,APAC,101.94,0.08,WELCOME,pending
ORD-5320,5027,2025-10-09,APAC,414.08,0.08,,completed
ORD-5321,5110,2025-01-02,,113.82,0.08,,cancelled
ORD-5322,5012,2025-10-15,LATAM,393.78,0.08,,cancelled
ORD-5323,5072,2025-05-14,LATAM,327.03,0.08,,returned
ORD-5324,5468,2025-03-05,North America,127.75,0.08,,cancelled
ORD-5325,5189,2025-07-14,North America,413.48,0.08,SAVE10,cancelled
ORD-5326,5126,2025-09-02,North America,396.35,0.08,WELCOME,returned
ORD-5327,5158,2025-03-18,North America,258.31,0.08,,pending
ORD-5328,5436,2025-08-27T00:00:00,EMEA,175.82,0.08,,cancelled
ORD-5329,5148,2025-09-22,EMEA,318.07,0.08,SAVE10,cancelled
ORD-5330,5318,2025-06-01,EMEA,338.83,0.08,,pending
ORD-5331,5448,2025-07-22,LATAM,287.03,0.08,,cancelled
ORD-5332,5092,2025-08-05,APAC,73.83,0.08,SAVE10,cancelled
ORD-5333,5394,2025-04-26,APAC,89.89,0.08,,cancelled
ORD-5334,5277,2025-10-19,EMEA,386.67,0.08,WELCOME,pending
ORD-5335,5044,2025-11-01,APAC,165.9,0.08,,returned
ORD-5336,5212,2025-02-10,,45.88,0.08,,completed
ORD-5337,5080,2025-11-26,,106.39,0.08,WELCOME,pending
ORD-5338,5397,2025-08-31T00:00:00,LATAM,27.24,0.08,SAVE10,cancelled
ORD-5339,5196,2025-09-20,EMEA,344.62,0.08,WELCOME,completed
ORD-5340,5054,2025-06-17,North America,427.62,0.08,,pending
ORD-5341,5484,2025-06-26,LATAM,148.78,0.08,SAVE10,returned
ORD-5342,5246,2025-08-10,LATAM,136.69,0.08,SAVE10,pending
ORD-5343,5306,2025-10-06,EMEA,366.74,0.08,WELCOME,completed
ORD-5344,5489,2025-08-26,APAC,150.56,0.08,,cancelled
ORD-5345,5403,2025-04-23,North America,148.39,0.08,WELCOME,completed
ORD-5346,5389,2025-07-14,LATAM,67.43,0.08,,completed
ORD-5347,5469,2025-08-15,APAC,420.22,0.08,,returned
ORD-5348,5243,2025-04-05T00:00:00,North America,415.74,0.08,,returned
ORD-5349,5263,2025-08-26,North America,68.89,0.08,,completed
ORD-5350,5320,2025-02-19,EMEA,134.6,0.08,,completed
ORD-5351,5252,2025-07-12,APAC,269.99,0.08,WELCOME,returned
ORD-5352,5287,2025-03-11,EMEA,362.62,0.08,,returned
ORD-5353,5148,2025-03-09,EMEA,286.43,0.08,SAVE10,returned
ORD-5354,5343,2025-06-06,North America,393.69,0.08,,completed
ORD-5355,5456,2025-04-22,APAC,63.11,0.08,SAVE10,completed
ORD-5356,5311,2025-11-28,EMEA,459.81,0.08,SAVE10,completed
ORD-5357,5011,2025-08-25,,306.09,0.08,,returned
ORD-5358,5257,2025-01-14T00:00:00,,264.34,0.08,,returned
ORD-5359,5479,2025-03-13,APAC,70.37,0.08,SAVE10,returned
ORD-5360,5375,2025-03-26,APAC,64.22,0.08,,cancelled
ORD-5361,5314,2025-01-15,LATAM,135.61,0.08,,pending
ORD-5362,5060,2025-01-01,LATAM,299.73,0.08,,returned
ORD-5363,5053,2025-05-11,APAC,163.12,0.08,WELCOME,returned
ORD-5364,5081,2025-03-15,North America,74.77,0.08,WELCOME,completed
ORD-5365,5000,2025-10-26,LATAM,229.4,0.08,WELCOME,pending
ORD-5366,5024,2025-04-16,EMEA,364.45,0.08,,pending
ORD-5367,5455,2025-05-25,,393.14,0.08,,pending
ORD-5368,5022,2025-03-13T00:00:00,LATAM,486.36,0.08,,returned
ORD-5369,5272,2025-03-24,APAC,312.51,0.08,,returned
ORD-5370,5185,2025-11-01,APAC,490.05,0.08,,returned
ORD-5371,5129,2025-03-26,North America,29.08,0.08,,pending
ORD-5372,5106,2025-02-12,,240.8,0.08,,returned
ORD-5373,5151,2025-06-11,LATAM,33.02,0.08,SAVE10,returned
ORD-5374,5143,2025-12-14,North America,281.44,0.08,SAVE10,completed
ORD-5375,5338,2025-06-16,APAC,374.09,0.08,,completed
ORD-5376,5486,2025-06-27,,294.85,0.08,,cancelled
ORD-5377,5278,2025-01-11,EMEA,264.43,0.08,SAVE10,completed
ORD-5378,5198,2025-10-28T00:00:00,APAC,150.3,0.08,,pending
ORD-5379,5091,2025-03-22,APAC,122.81,0.08,,completed
ORD-5380,5227,2025-02-03,EMEA,73.45,0.08,,returned
ORD-5381,5133,2025-06-13,EMEA,457.29,0.08,,completed
ORD-5382,5453,2025-10-04,North America,492.68,0.08,,completed
ORD-5383,5239,2025-05-20,EMEA,349.29,0.08,,cancelled
ORD-5384,5312,2025-07-13,,412.05,0.08,,pending
ORD-5385,5016,2025-05-20,,440.13,0.08,,pending
ORD-5386,5256,2025-12-18,EMEA,426.92,0.08,,completed
ORD-5387,5163,2025-07-07,,212.55,0.08,WELCOME,returned
ORD-5388,5290,2025-08-09T00:00:00,North America,416.14,0.08,,returned
ORD-5389,5288,2025-06-25,EMEA,96.94,0.08,WELCOME,cancelled
ORD-5390,5171,2025-05-16,,48.79,0.08,WELCOME,cancelled
ORD-5391,5420,2025-04-12,APAC,50.84,0.08,WELCOME,pending
ORD-5392,5128,2025-04-03,LATAM,136.07,0.08,WELCOME,pending
ORD-5393,5392,2025-06-04,North America,82.23,0.08,WELCOME,completed
ORD-5394,5305,2025-06-20,,397.75,0.08,,pending
ORD-5395,5387,2025-01-08,,210.39,0.08,,cancelled
ORD-5396,5037,2025-05-18,APAC,468.61,0.08,,completed
ORD-5397,5447,2025-07-27,LATAM,263.05,0.08,WELCOME,completed
ORD-5398,5364,2025-11-24T00:00:00,North America,335.38,0.08,,completed
ORD-5399,5249,2025-09-26,,146.33,0.08,SAVE10,cancelled
ORD-5400,5201,2025-11-20,EMEA,81.81,0.08,SAVE10,pending
ORD-5401,5461,2025-05-07,,393.41,0.08,WELCOME,pending
ORD-5402,5414,2025-06-30,LATAM,324.48,0.08,WELCOME,pending
ORD-5403,5095,2025-05-17,,480.01,0.08,,completed
ORD-5404,5105,2025-03-08,LATAM,49.41,0.08,,completed
ORD-5405,5092,2025-04-02,,25.46,0.08,,cancelled
ORD-5406,5166,2025-05-13,North America,30.15,0.08,WELCOME,returned
ORD-5407,5385,2025-12-27,,193.14,0.08,,cancelled
ORD-5408,5389,2025-12-17T00:00:00,EMEA,306.24,0.08,,returned
ORD-5409,5246,2025-12-31,North America,214.11,0.08,,completed
ORD-5410,5288,2025-05-02,APAC,91.8,0.08,,completed
ORD-5411,5081,2025-07-25,,109.18,0.08,,completed
ORD-5412,5200,2025-11-10,North America,211.89,0.08,,pending
ORD-5413,5396,2025-05-18,APAC,220.39,0.08,SAVE10,completed
ORD-5414,5292,2025-11-13,LATAM,89.74,0.08,,completed
ORD-5415,5355,2025-07-12,APAC,145.87,0.08,WELCOME,completed
ORD-5416,5323,2025-05-23,LATAM,261.96,0.08,WELCOME,cancelled
ORD-5417,5268,2025-05-13,EMEA,421.27,0.08,,pending
ORD-5418,5377,2025-05-24T00:00:00,EMEA,469.18,0.08,SAVE10,pending
ORD-5419,5301,2025-08-24,APAC,466.44,0.08,,returned
ORD-5420,5127,2025-08-27,LATAM,423.73,0.08,WELCOME,pending
ORD-5421,5169,2025-08-25,North America,94.3,0.08,SAVE10,pending
ORD-5422,5406,2025-12-17,LATAM,255.14,0.08,,cancelled
ORD-5423,5205,2025-10-02,APAC,350.75,0.08,,returned
ORD-5424,5206,2025-02-20,North America,220.27,0.08,,pending
ORD-5425,5055,2025-08-20,North America,417.73,0.08,,cancelled
ORD-5426,5329,2025-11-28,APAC,89.81,0.08,SAVE10,cancelled
ORD-5427,5455,2025-02-24,North America,39.46,0.08,,completed
ORD-5428,5181,2025-12-17T00:00:00,LATAM,456.79,0.08,WELCOME,pending
ORD-5429,5470,2025-09-29,,81.93,0.08,,cancelled
ORD-5430,5151,2025-06-13,APAC,467.54,0.08,,cancelled
ORD-5431,5162,2025-09-13,EMEA,211.71,0.08,WELCOME,completed
ORD-5432,5126,2025-07-26,LATAM,141.4,0.08,,cancelled
ORD-5433,5069,2025-10-11,North America,142.71,0.08,SAVE10,completed
ORD-5434,5223,2025-09-22,EMEA,227.66,0.08,SAVE10,completed
ORD-5435,5160,2025-10-09,EMEA,420.0,0.08,WELCOME,completed
ORD-5436,5351,2026-01-01,,120.07,0.08,WELCOME,cancelled
ORD-5437,5464,2025-09-06,EMEA,391.91,0.08,,cancelled
ORD-5438,5026,2025-03-20T00:00:00,North America,288.92,0.08,,pending
ORD-5439,5089,2025-06-20,North America,431.51,0.08,,completed
ORD-5440,5299,2025-11-04,North America,283.77,0.08,,returned
ORD-5441,5375,2025-10-27,North America,205.93,0.08,,pending
ORD-5442,5050,2025-09-19,North America,284.02,0.08,WELCOME,pending
ORD-5443,5485,2025-07-07,EMEA,50.9,0.08,,cancelled
ORD-5444,5171,2025-10-07,APAC,407.03,0.08,,pending
ORD-5445,5200,2025-10-02,EMEA,79.17,0.08,SAVE10,cancelled
ORD-5446,5372,2025-03-17,EMEA,21.98,0.08,,completed
ORD-5447,5268,2025-07-18,,128.86,0.08,WELCOME,returned
ORD-5448,5444,2025-05-24T00:00:00,North America,137.81,0.08,SAVE10,pending
ORD-5449,5465,2025-05-08,EMEA,178.29,0.08,,completed
ORD-5450,5481,2025-10-30,,60.29,0.08,,completed
ORD-5451,5213,2025-07-02,EMEA,451.76,0.08,SAVE10,returned
ORD-5452,5301,2025-10-20,,463.97,0.08,,pending
ORD-5453,5330,2025-01-30,EMEA,357.84,0.08,SAVE10,cancelled
ORD-5454,5448,2025-10-25,EMEA,490.48,0.08,,cancelled
ORD-5455,5491,2025-07-03,,410.64,0.08,WELCOME,returned
ORD-5456,5437,2025-11-28,EMEA,279.71,0.08,SAVE10,returned
ORD-5457,5083,2025-09-01,North America,468.74,0.08,,cancelled
ORD-5458,5259,2025-06-08T00:00:00,APAC,115.55,0.08,,returned
ORD-5459,5070,2025-03-22,,194.2,0.08,SAVE10,cancelled
ORD-5460,5061,2025-12-01,North America,196.36,0.08,,pending
ORD-5461,5467,2025-11-25,,297.12,0.08,SAVE10,returned
ORD-5462,5098,2025-08-31,EMEA,114.71,0.08,SAVE10,cancelled
ORD-5463,5046,2025-01-06,LATAM,499.18,0.08,SAVE10,returned
ORD-5464,5155,2025-06-04,,382.97,0.08,,returned
ORD-5465,5345,2025-10-19,APAC,233.26,0.08,,pending
ORD-5466,5000,2025-06-20,North America,479.1,0.08,,cancelled
ORD-5467,5299,2025-09-01,EMEA,98.28,0.08,,completed
ORD-5468,5183,2025-07-02T00:00:00,LATAM,229.2,0.08,,cancelled
ORD-5469,5263,2025-02-12,,263.36,0.08,,completed
ORD-5470,5151,2025-08-11,,229.89,0.08,SAVE10,completed
ORD-5471,5352,2025-03-01,,294.88,0.08,,completed
ORD-5472,5036,2025-08-29,LATAM,241.12,0.08,,returned
ORD-5473,5184,2025-12-10,LATAM,386.08,0.08,,returned
ORD-5474,5228,2025-12-03,APAC,296.37,0.08,,completed
ORD-5475,5297,2025-07-12,LATAM,445.0,0.08,,cancelled
ORD-5476,5089,2025-05-14,LATAM,256.83,0.08,,returned
ORD-5477,5117,2025-11-30,North America,244.97,0.08,,cancelled
ORD-5478,5446,2025-06-20T00:00:00,,405.01,0.08,,returned
ORD-5479,5406,2025-12-19,LATAM,257.1,0.08,,pending
ORD-5480,5082,2025-09-04,LATAM,347.51,0.08,,pending
ORD-5481,5337,2025-08-17,EMEA,77.5,0.08,,returned
ORD-5482,5224,2025-08-27,APAC,191.05,0.08,,returned
ORD-5483,5163,2025-04-29,North America,469.48,0.08,,pending
ORD-5484,5379,2025-09-19,LATAM,345.27,0.08,,completed
ORD-5485,5449,2025-05-21,APAC,426.73,0.08,,pending
ORD-5486,5136,2025-12-14,,124.72,0.08,WELCOME,pending
ORD-5487,5216,2025-01-27,LATAM,95.86,0.08,,pending
ORD-5488,5073,2025-07-16T00:00:00,EMEA,285.3,0.08,,returned
ORD-5489,5022,2025-04-21,APAC,107.86,0.08,,returned
ORD-5490,5365,2025-07-16,APAC,268.2,0.08,,cancelled
ORD-5491,5257,2025-12-07,,262.89,0.08,,pending
ORD-5492,5486,2025-05-11,EMEA,362.01,0.08,SAVE10,completed
ORD-5493,5372,2025-05-21,LATAM,438.82,0.08,WELCOME,cancelled
ORD-5494,5310,2025-05-04,LATAM,332.4,0.08,,pending
ORD-5495,5358,2025-05-14,APAC,420.98,0.08,,pending
ORD-5496,5347,2025-03-03,North America,421.75,0.08,SAVE10,cancelled
ORD-5497,5251,2025-03-31,APAC,76.19,0.08,,cancelled
ORD-5498,5047,2025-05-30T00:00:00,North America,400.79,0.08,,returned
ORD-5499,5337,2025-10-10,APAC,324.71,0.08,SAVE10,cancelled
ORD-5500,5129,2025-01-31,LATAM,153.62,0.08,,cancelled
ORD-5501,5237,2025-01-28,EMEA,462.99,0.08,,returned
ORD-5502,5090,2025-05-07,EMEA,129.0,0.08,,cancelled
ORD-5503,5375,2025-01-07,APAC,492.41,0.08,WELCOME,pending
ORD-5504,5097,2025-11-30,North America,484.03,0.08,,completed
ORD-5505,5258,2025-03-12,EMEA,226.56,0.08,,cancelled
ORD-5506,5438,2025-07-20,North America,187.46,0.08,SAVE10,returned
ORD-5507,5424,2025-01-19,EMEA,190.77,0.08,,returned
ORD-5508,5017,2025-03-16T00:00:00,,268.5,0.08,,returned
ORD-5509,5107,2025-07-04,EMEA,54.13,0.08,,pending
ORD-5510,5023,2025-07-01,LATAM,395.42,0.08,SAVE10,returned
ORD-5511,5256,2025-07-20,,160.3,0.08,,cancelled
ORD-5512,5164,2025-12-26,,385.14,0.08,SAVE10,pending
ORD-5513,5221,2025-01-28,EMEA,404.46,0.08,,completed
ORD-5514,5406,2025-04-02,APAC,310.28,0.08,,pending
ORD-5515,5447,2025-05-07,North America,98.83,0.08,WELCOME,completed
ORD-5516,5325,2025-10-04,,248.54,0.08,,completed
ORD-5517,5001,2025-08-03,APAC,357.37,0.08,,pending
ORD-5518,5375,2025-03-30T00:00:00,,135.22,0.08,,pending
ORD-5519,5451,2025-07-15,LATAM,33.45,0.08,,pending
ORD-5520,5139,2025-08-13,EMEA,65.76,0.08,WELCOME,returned
ORD-5521,5340,2025-05-07,LATAM,401.27,0.08,,returned
ORD-5522,5367,2025-11-27,APAC,177.39,0.08,SAVE10,returned
ORD-5523,5234,2025-02-27,EMEA,445.87,0.08,WELCOME,returned
ORD-5524,5059,2025-02-03,LATAM,336.12,0.08,WELCOME,returned
ORD-5525,5368,2025-10-25,,187.73,0.08,WELCOME,returned
ORD-5526,5252,2025-10-26,EMEA,151.27,0.08,WELCOME,cancelled
ORD-5527,5106,2025-12-16,EMEA,476.54,0.08,WELCOME,cancelled
ORD-5528,5022,2025-07-28T00:00:00,North America,99.53,0.08,,completed
ORD-5529,5104,2025-02-14,EMEA,468.55,0.08,,pending
ORD-5530,5266,2025-11-19,,426.82,0.08,WELCOME,returned
ORD-5531,5002,2025-04-07,APAC,264.56,0.08,,pending
ORD-5532,5137,2025-04-17,LATAM,202.96,0.08,,returned
ORD-5533,5463,2025-12-30,APAC,355.42,0.08,,pending
ORD-5534,5430,2025-06-21,North America,185.31,0.08,,completed
ORD-5535,5191,2025-10-30,EMEA,248.63,0.08,,returned
ORD-5536,5390,2025-11-04,LATAM,111.25,0.08,,completed
ORD-5537,5330,2025-02-12,,35.68,0.08,SAVE10,cancelled
ORD-5538,5289,2025-01-13T00:00:00,LATAM,378.7,0.08,,pending
ORD-5539,5175,2025-05-28,,429.98,0.08,,pending
ORD-5540,5291,2025-11-15,EMEA,376.6,0.08,,completed
ORD-5541,5320,2025-04-16,LATAM,332.83,0.08,WELCOME,returned
ORD-5542,5309,2025-07-26,APAC,375.37,0.08,SAVE10,completed
ORD-5543,5471,2025-09-02,EMEA,256.57,0.08,SAVE10,cancelled
ORD-5544,5313,2025-11-19,APAC,218.99,0.08,SAVE10,returned
ORD-5545,5033,2025-05-24,,155.78,0.08,,pending
ORD-5546,5137,2025-06-18,EMEA,128.67,0.08,,cancelled
ORD-5547,5074,2025-05-06,APAC,433.11,0.08,,completed
ORD-5548,5453,2025-04-07T00:00:00,,315.89,0.08,,completed
ORD-5549,5271,2025-11-07,North America,489.66,0.08,,completed
ORD-5550,5116,2025-05-09,North America,289.62,0.08,,cancelled
ORD-5551,5467,2025-12-25,LATAM,160.63,0.08,,completed
ORD-5552,5105,2025-12-31,,111.84,0.08,,pending
ORD-5553,5207,2025-03-20,,460.29,0.08,WELCOME,cancelled
ORD-5554,5016,2025-07-02,EMEA,455.19,0.08,,completed
ORD-5555,5274,2025-12-15,LATAM,161.55,0.08,,cancelled
ORD-5556,5308,2025-06-11,North America,371.29,0.08,,pending
ORD-5557,5328,2025-01-06,EMEA,247.42,0.08,,pending
ORD-5558,5166,2025-10-15T00:00:00,North America,169.33,0.08,,returned
ORD-5559,5493,2025-07-15,APAC,462.75,0.08,,returned
ORD-5560,5427,2025-01-03,APAC,298.38,0.08,,returned
ORD-5561,5221,2025-06-23,APAC,256.31,0.08,WELCOME,cancelled
ORD-5562,5220,2025-01-17,APAC,178.08,0.08,WELCOME,returned
ORD-5563,5282,2025-10-12,EMEA,231.3,0.08,,completed
ORD-5564,5150,2025-07-26,EMEA,179.93,0.08,,cancelled
ORD-5565,5092,2025-08-24,,126.85,0.08,SAVE10,completed
ORD-5566,5169,2025-08-12,,178.7,0.08,SAVE10,completed
ORD-5567,5212,2025-07-09,LATAM,444.2,0.08,,pending
ORD-5568,5117,2025-05-10T00:00:00,EMEA,370.78,0.08,,cancelled
ORD-5569,5075,2025-09-01,North America,69.36,0.08,,pending
ORD-5570,5129,2025-05-28,,101.58,0.08,WELCOME,cancelled
ORD-5571,5162,2025-10-11,LATAM,317.08,0.08,,pending
ORD-5572,5212,2025-01-14,APAC,495.36,0.08,,returned
ORD-5573,5343,2025-02-21,LATAM,226.35,0.08,WELCOME,returned
ORD-5574,5375,2025-12-08,LATAM,365.67,0.08,WELCOME,cancelled
ORD-5575,5259,2025-12-15,EMEA,174.47,0.08,SAVE10,cancelled
ORD-5576,5399,2025-10-21,EMEA,384.42,0.08,,completed
ORD-5577,5380,2025-02-22,North America,225.29,0.08,SAVE10,returned
ORD-5578,5249,2025-04-27T00:00:00,North America,35.57,0.08,,cancelled
ORD-5579,5368,2025-07-11,,47.17,0.08,,returned
ORD-5580,5061,2025-12-18,North America,487.45,0.08,,returned
ORD-5581,5464,2025-05-01,EMEA,369.15,0.08,,pending
ORD-5582,5392,2025-04-14,North America,113.58,0.08,WELCOME,returned
ORD-5583,5423,2025-10-27,North America,218.87,0.08,,completed
ORD-5584,5179,2025-10-15,EMEA,330.55,0.08,,pending
ORD-5585,5128,2025-02-26,EMEA,253.68,0.08,,cancelled
ORD-5586,5450,2025-03-30,,101.97,0.08,,returned
ORD-5587,5238,2025-01-14,,396.18,0.08,WELCOME,returned
ORD-5588,5362,2025-06-24T00:00:00,APAC,145.74,0.08,,cancelled
ORD-5589,5237,2025-09-06,APAC,437.65,0.08,,pending
ORD-5590,5304,2025-12-20,North America,426.47,0.08,,cancelled
ORD-5591,5445,2025-01-09,LATAM,279.8,0.08,,returned
ORD-5592,5184,2025-10-12,EMEA,271.87,0.08,,returned
ORD-5593,5000,2025-04-02,North America,378.46,0.08,,returned
ORD-5594,5056,2025-10-02,LATAM,393.74,0.08,,completed
ORD-5595,5029,2025-05-06,North America,356.93,0.08,,returned
ORD-5596,5237,2025-03-08,EMEA,300.54,0.08,,cancelled
ORD-5597,5359,2025-01-06,LATAM,452.36,0.08,,cancelled
ORD-5598,5133,2025-12-06T00:00:00,APAC,35.35,0.08,SAVE10,pending
ORD-5599,5331,2025-04-02,,101.55,0.08,,cancelled
ORD-5600,5386,2025-10-19,North America,499.63,0.08,WELCOME,cancelled
ORD-5601,5377,2025-03-23,EMEA,483.9,0.08,,returned
ORD-5602,5500,2025-11-20,APAC,88.06,0.08,WELCOME,cancelled
ORD-5603,5304,2025-06-21,LATAM,356.28,0.08,WELCOME,returned
ORD-5604,5041,2025-04-06,North America,23.75,0.08,,returned
ORD-5605,5443,2025-01-29,APAC,403.83,0.08,,cancelled
ORD-5606,5243,2025-08-05,EMEA,141.27,0.08,,returned
ORD-5607,5256,2025-06-07,APAC,371.61,0.08,WELCOME,returned
ORD-5608,5044,2025-03-30T00:00:00,EMEA,40.86,0.08,,completed
ORD-5609,5063,2025-02-26,North America,367.58,0.08,,cancelled
ORD-5610,5242,2025-01-22,,53.78,0.08,SAVE10,returned
ORD-5611,5008,2025-01-19,APAC,254.33,0.08,,cancelled
ORD-5612,5173,2025-08-09,North America,248.27,0.08,SAVE10,pending
ORD-5613,5408,2025-06-29,North America,440.18,0.08,WELCOME,pending
ORD-5614,5500,2025-08-25,LATAM,417.32,0.08,,pending
ORD-5615,5332,2025-09-26,North America,215.07,0.08,WELCOME,returned
ORD-5616,5377,2025-12-25,North America,247.81,0.08,,cancelled
ORD-5617,5415,2025-03-25,,269.29,0.08,WELCOME,returned
ORD-5618,5380,2025-06-02T00:00:00,APAC,48.79,0.08,,completed
ORD-5619,5132,2025-11-19,APAC,200.41,0.08,,returned
ORD-5620,5018,2025-01-29,LATAM,454.66,0.08,,returned
ORD-5621,5324,2025-03-18,LATAM,333.6,0.08,SAVE10,completed
ORD-5622,5460,2025-08-25,,225.63,0.08,,pending
ORD-5623,5312,2025-10-22,APAC,370.09,0.08,,pending
ORD-5624,5261,2025-09-23,,430.79,0.08,,completed
ORD-5625,5298,2025-08-28,LATAM,137.89,0.08,SAVE10,completed
ORD-5626,5057,2025-06-14,APAC,265.43,0.08,WELCOME,cancelled
ORD-5627,5062,2025-11-26,LATAM,107.44,0.08,,cancelled
ORD-5628,5338,2025-08-16T00:00:00,EMEA,212.22,0.08,,cancelled
ORD-5629,5251,2025-03-22,APAC,29.39,0.08,,cancelled
ORD-5630,5499,2025-10-05,North America,474.86,0.08,SAVE10,pending
ORD-5631,5055,2025-10-15,North America,438.54,0.08,SAVE10,returned
ORD-5632,5308,2025-05-10,LATAM,221.61,0.08,,returned
ORD-5633,5367,2025-12-09,North America,356.26,0.08,WELCOME,completed
ORD-5634,5263,2025-11-23,LATAM,136.08,0.08,,completed
ORD-5635,5044,2025-04-24,,411.71,0.08,,pending
ORD-5636,5089,2025-12-07,LATAM,76.4,0.08,,returned
ORD-5637,5470,2025-08-14,,438.14,0.08,,returned
ORD-5638,5248,2025-06-29T00:00:00,EMEA,138.72,0.08,SAVE10,pending
ORD-5639,5248,2025-10-22,EMEA,124.61,0.08,SAVE10,pending
ORD-5640,5286,2025-11-28,LATAM,391.92,0.08,WELCOME,completed
ORD-5641,5477,2025-01-20,APAC,150.54,0.08,,returned
ORD-5642,5062,2025-04-26,,109.99,0.08,SAVE10,returned
ORD-5643,5013,2025-03-28,APAC,204.1,0.08,,pending
ORD-5644,5094,2025-11-17,,320.58,0.08,,returned
ORD-5645,5292,2025-05-12,,432.71,0.08,,pending
ORD-5646,5301,2025-03-19,EMEA,396.24,0.08,WELCOME,pending
ORD-5647,5116,2025-02-22,LATAM,148.01,0.08,,cancelled
ORD-5648,5427,2025-07-08T00:00:00,EMEA,232.15,0.08,SAVE10,pending
ORD-5649,5145,2025-05-09,APAC,394.25,0.08,WELCOME,cancelled
ORD-5650,5263,2025-10-22,APAC,34.01,0.08,SAVE10,cancelled
ORD-5651,5073,2025-09-15,,306.64,0.08,,returned
ORD-5652,5187,2025-05-09,EMEA,141.85,0.08,SAVE10,completed
ORD-5653,5309,2025-05-26,LATAM,92.13,0.08,WELCOME,returned
ORD-5654,5140,2025-01-23,,122.12,0.08,,cancelled
ORD-5655,5055,2025-07-18,EMEA,216.35,0.08,,pending
ORD-5656,5230,2025-01-12,LATAM,425.64,0.08,SAVE10,pending
ORD-5657,5020,2025-06-07,North America,239.22,0.08,WELCOME,pending
ORD-5658,5227,2025-05-03T00:00:00,EMEA,28.62,0.08,,cancelled
ORD-5659,5218,2025-06-23,EMEA,226.6,0.08,,returned
ORD-5660,5073,2025-07-21,EMEA,180.97,0.08,WELCOME,completed
ORD-5661,5133,2025-09-15,EMEA,497.83,0.08,,returned
ORD-5662,5280,2025-10-05,EMEA,378.69,0.08,SAVE10,cancelled
ORD-5663,5053,2025-03-07,EMEA,95.9,0.08,,pending
ORD-5664,5336,2025-12-27,,141.95,0.08,,pending
ORD-5665,5310,2025-04-22,,168.39,0.08,WELCOME,returned
ORD-5666,5020,2025-06-06,North America,317.2,0.08,,completed
ORD-5667,5159,2025-06-16,EMEA,227.24,0.08,SAVE10,pending
ORD-5668,5158,2025-12-14T00:00:00,EMEA,131.1,0.08,WELCOME,pending
